staff_id,first_name,last_name,nickname,address,city,state,zip,gender,doh,cell_number,home_number
391,Neil,Maddox,Neil,17 Ferry hill Road,Redlands,NH,15526,M,1969-12-31 19:00:00,(605) 664-4848,(844) 794-4419
392,Mara,Sutton,Lacy,255 Grapevine Road,Raleigh,SD,53659,F,1969-12-31 19:00:00,(237) 185-9296,(241) 651-2465
393,Lewis,Higgins,Hoyt,255 Grapevine Road,Vincennes,NJ,53790,M,1969-12-31 19:00:00,(767) 154-2058,(661) 137-6719
394,Craig,Bray,Justin,17 Ferry hill Road,Artesia,OH,81748,M,1969-12-31 19:00:00,(930) 199-6506,(983) 792-9072
395,Neve,Rodriguez,Zia,17 Ferry hill Road,Sandy Springs,FL,02242,F,1969-12-31 19:00:00,(318) 925-8086,(115) 288-8688
396,Hollee,Obrien,April,16 Endicott Street,Cape Girardeau,DE,43861,M,1969-12-31 19:00:00,(876) 952-9781,(669) 358-6295
397,Burke,Bean,Moana,17 Ferry hill Road,Bowling Green,NV,72548,F,1969-12-31 19:00:00,(104) 786-3555,(242) 437-5447
398,Addison,Lara,Evangeline,17 Ferry hill Road,Auburn,ND,42557,F,1969-12-31 19:00:00,(435) 991-0334,(709) 247-1906
399,Dacey,Bender,Elmo,17 Ferry hill Road,San Francisco,IA,03748,M,1969-12-31 19:00:00,(497) 722-4316,(887) 883-0960
400,Joy,Jacobs,Hector,16 Endicott Street,Knoxville,TX,72279,M,1969-12-31 19:00:00,(914) 430-1280,(220) 181-5351
401,Camille,Arnold,Addison,16 Endicott Street,Rancho Cordova,VA,81405,M,1969-12-31 19:00:00,(569) 749-8609,(525) 886-0867
402,Nora,Hendricks,Margaret,16 Endicott Street,Marshall,WV,50010,M,1969-12-31 19:00:00,(596) 205-6305,(176) 943-6894
403,Michelle,Knowles,Ivor,255 Grapevine Road,West Hartford,WY,00506,M,1969-12-31 19:00:00,(124) 420-4064,(590) 395-9499
404,Logan,Ward,Tiger,255 Grapevine Road,Vacaville,TX,43978,F,1969-12-31 19:00:00,(188) 152-5538,(587) 987-5763
405,Ramona,Lloyd,Conan,17 Ferry hill Road,Port Washington,PA,58446,F,1969-12-31 19:00:00,(990) 528-9069,(934) 798-4508
406,Yoshi,Rhodes,Linus,17 Ferry hill Road,Corinth,ID,91681,F,1969-12-31 19:00:00,(191) 260-0957,(931) 540-4169
407,Giselle,Shaw,Calvin,16 Endicott Street,Beckley,CO,23925,F,1969-12-31 19:00:00,(851) 818-8403,(817) 176-3583
408,Barry,Tate,Jordan,17 Ferry hill Road,Rehoboth Beach,NM,18870,M,1969-12-31 19:00:00,(895) 308-1152,(826) 400-5947
409,Randall,Dickerson,Hunter,17 Ferry hill Road,Menomonee Falls,MN,57142,F,1969-12-31 19:00:00,(405) 568-4948,(143) 991-7153
410,Hedwig,Calderon,Ria,17 Ferry hill Road,Fountain Valley,HI,49155,M,1969-12-31 19:00:00,(331) 279-1231,(259) 403-7212
411,Maisie,Holmes,Ifeoma,255 Grapevine Road,Tupelo,AK,50792,M,1969-12-31 19:00:00,(710) 952-1024,(252) 474-0181
412,Galvin,Ramsey,Coby,255 Grapevine Road,San Mateo,SC,08429,F,1969-12-31 19:00:00,(725) 840-9023,(863) 944-2269
413,Jasper,Justice,Ramona,17 Ferry hill Road,San Jose,ID,10736,M,1969-12-31 19:00:00,(864) 988-7516,(169) 339-7771
414,Adam,Leonard,Haley,16 Endicott Street,Maywood,PA,37702,M,1969-12-31 19:00:00,(804) 420-3806,(203) 975-9286
415,Rogan,Herring,Haley,255 Grapevine Road,Richmond,UT,18622,M,1969-12-31 19:00:00,(533) 330-4333,(282) 479-2123
416,Katell,Barber,Clarke,16 Endicott Street,Guthrie,MA,64097,F,1969-12-31 19:00:00,(487) 721-9143,(935) 169-6612
417,Jana,Juarez,Medge,255 Grapevine Road,Frederick,IN,05692,F,1969-12-31 19:00:00,(242) 386-1222,(818) 520-9778
418,Serina,Banks,Calista,255 Grapevine Road,Dearborn,MS,73226,F,1969-12-31 19:00:00,(126) 348-1667,(976) 645-5574
419,Sara,Wallace,Yuli,255 Grapevine Road,Rockford,CT,77004,F,1969-12-31 19:00:00,(525) 292-0796,(241) 726-5163
420,Ciara,Hogan,Jason,17 Ferry hill Road,Danville,IA,78703,M,1969-12-31 19:00:00,(958) 745-9976,(242) 415-5500
421,Wing,Everett,Georgia,16 Endicott Street,Berlin,GA,50119,M,1969-12-31 19:00:00,(657) 634-8771,(936) 537-4608
422,Caesar,Chen,Angela,17 Ferry hill Road,Nanticoke,MN,42399,M,1969-12-31 19:00:00,(347) 119-9454,(838) 547-6570
423,Sonya,Hanson,Jameson,255 Grapevine Road,Taylorsville,MI,43191,F,1969-12-31 19:00:00,(101) 666-4959,(425) 105-8401
424,Kareem,Vasquez,Kylie,16 Endicott Street,Agoura Hills,KY,40052,M,1969-12-31 19:00:00,(280) 249-6656,(714) 116-5015
425,Shannon,Cohen,Tamekah,255 Grapevine Road,Hazleton,TN,17197,F,1969-12-31 19:00:00,(479) 125-7407,(663) 689-5082
426,Breanna,Cole,Barclay,255 Grapevine Road,Commerce,WV,75544,M,1969-12-31 19:00:00,(793) 200-7643,(538) 511-6328
427,Jordan,Hensley,Remedios,16 Endicott Street,Lowell,ID,67760,M,1969-12-31 19:00:00,(616) 369-7082,(398) 627-1658
428,Cora,Baldwin,Bert,17 Ferry hill Road,San Francisco,DC,25142,F,1969-12-31 19:00:00,(212) 204-4030,(302) 960-1615
429,Marcia,Welch,Moses,17 Ferry hill Road,Webster Groves,WI,19531,M,1969-12-31 19:00:00,(461) 592-7046,(757) 362-9693
430,Alyssa,Valentine,Doris,17 Ferry hill Road,Kalamazoo,MO,65227,M,1969-12-31 19:00:00,(394) 430-0883,(603) 206-2987
431,Emerson,Gardner,Elvis,255 Grapevine Road,Wausau,OK,49533,M,1969-12-31 19:00:00,(748) 622-2353,(416) 404-6378
432,Joshua,Nelson,Kato,16 Endicott Street,West Covina,SC,12061,M,1969-12-31 19:00:00,(849) 293-5199,(235) 504-0798
433,Maile,Summers,Merrill,255 Grapevine Road,Springfield,IN,49389,M,1969-12-31 19:00:00,(820) 910-1566,(607) 395-9829
434,Angela,Burns,Dorothy,17 Ferry hill Road,Providence,KS,24444,F,1969-12-31 19:00:00,(654) 211-7180,(240) 979-0823
435,Jared,Woodard,Murphy,16 Endicott Street,Valdez,SC,23988,F,1969-12-31 19:00:00,(998) 288-2382,(182) 906-4028
436,Mason,Craig,Madeson,16 Endicott Street,Valdez,WI,76674,M,1969-12-31 19:00:00,(620) 912-0940,(115) 233-7694
437,Cecilia,Tillman,Hedwig,16 Endicott Street,College Station,LA,71501,M,1969-12-31 19:00:00,(236) 287-2923,(461) 965-1598
438,Cassandra,Chambers,Courtney,17 Ferry hill Road,Altoona,NH,72319,F,1969-12-31 19:00:00,(977) 900-3623,(384) 873-0955
439,Ariana,Mcclain,Barclay,16 Endicott Street,Santa Cruz,AZ,04971,M,1969-12-31 19:00:00,(722) 445-7206,(136) 191-0528
440,Chantale,Bass,Tucker,17 Ferry hill Road,Vineland,NY,87409,M,1969-12-31 19:00:00,(546) 852-9899,(800) 339-4386
441,Eve,Ramos,Dominic,255 Grapevine Road,Bell Gardens,VT,87633,F,1969-12-31 19:00:00,(863) 753-4637,(922) 308-5817
442,Denton,Dennis,Marah,255 Grapevine Road,Laurel,TX,24688,F,1969-12-31 19:00:00,(428) 156-9892,(987) 895-0211
443,Lani,Mills,Althea,17 Ferry hill Road,Enid,CA,95513,M,1969-12-31 19:00:00,(805) 697-6754,(705) 916-5771
444,Dawn,Zimmerman,Dahlia,17 Ferry hill Road,Corpus Christi,VT,33138,M,1969-12-31 19:00:00,(464) 219-9149,(314) 186-3887
445,Zahir,Bartlett,Mariam,255 Grapevine Road,Washington,AK,94659,M,1969-12-31 19:00:00,(687) 826-1402,(375) 153-0597
446,Alika,Tucker,Ronan,17 Ferry hill Road,Port Orford,CT,06893,M,1969-12-31 19:00:00,(398) 600-8769,(490) 998-9866
447,Arden,Gill,Orson,16 Endicott Street,Santa Clarita,NJ,91999,M,1969-12-31 19:00:00,(104) 864-1640,(620) 486-5234
448,Rooney,Cooley,Ainsley,17 Ferry hill Road,Wisconsin Rapids,MI,45949,M,1969-12-31 19:00:00,(249) 880-4108,(173) 317-1373
449,Eleanor,Rios,Samantha,17 Ferry hill Road,Eden Prairie,OH,64814,M,1969-12-31 19:00:00,(940) 259-1324,(505) 889-1683
450,Felix,Bell,Ainsley,17 Ferry hill Road,Plantation,MO,93744,M,1969-12-31 19:00:00,(131) 466-8616,(517) 291-4014
451,Roanna,Scott,Xander,16 Endicott Street,Vacaville,TN,23364,M,1969-12-31 19:00:00,(306) 122-5406,(411) 426-2157
452,Phoebe,Keller,Kenneth,17 Ferry hill Road,Seward,NE,09815,M,1969-12-31 19:00:00,(483) 890-2126,(488) 535-2804
453,Paloma,Vega,Zenaida,255 Grapevine Road,Alpharetta,WI,50544,F,1969-12-31 19:00:00,(455) 571-8503,(956) 860-5505
454,Ahmed,Bray,Keely,255 Grapevine Road,Bowie,IA,70925,F,1969-12-31 19:00:00,(972) 576-4323,(138) 644-6598
455,Ralph,Benson,Candice,16 Endicott Street,Torrington,NV,19181,M,1969-12-31 19:00:00,(681) 914-9525,(971) 560-3718
456,Garth,Bond,Graiden,255 Grapevine Road,Lawton,RI,99980,M,1969-12-31 19:00:00,(958) 474-4559,(262) 970-2841
457,Berk,Thompson,Timothy,17 Ferry hill Road,Taylorsville,MI,51600,F,1969-12-31 19:00:00,(844) 404-5664,(467) 308-3978
458,Debra,Meyer,Dolan,17 Ferry hill Road,Santa Fe,NM,60604,F,1969-12-31 19:00:00,(185) 759-1263,(357) 325-5880
459,Cheryl,Neal,Myles,17 Ferry hill Road,Garden Grove,DE,62457,F,1969-12-31 19:00:00,(172) 346-6949,(205) 185-2524
460,Aline,Mcfadden,Kyle,17 Ferry hill Road,Cohoes,MN,26799,F,1969-12-31 19:00:00,(456) 495-6917,(869) 494-4596
461,Keelie,Chang,Barry,16 Endicott Street,Fullerton,NM,56702,F,1969-12-31 19:00:00,(187) 194-9642,(686) 283-6946
462,Sebastian,Perry,Edan,17 Ferry hill Road,Santa Fe,CA,38925,F,1969-12-31 19:00:00,(299) 832-4296,(123) 169-8323
463,Graiden,Benjamin,Hedley,17 Ferry hill Road,Rye,WV,59249,F,1969-12-31 19:00:00,(815) 101-1241,(949) 373-6767
464,Odette,Jackson,Mason,17 Ferry hill Road,Chicago,NM,57563,M,1969-12-31 19:00:00,(757) 908-8481,(217) 984-6303
465,Scarlett,Dennis,Vance,16 Endicott Street,Kettering,KY,60827,M,1969-12-31 19:00:00,(366) 758-8758,(695) 908-8273
466,Cairo,Cox,Myra,17 Ferry hill Road,Hayward,NV,39896,M,1969-12-31 19:00:00,(544) 293-8988,(966) 349-3669
467,Victor,Barrera,Jermaine,17 Ferry hill Road,San Fernando,AZ,70215,F,1969-12-31 19:00:00,(283) 161-0372,(776) 435-3403
468,Armand,Sims,Iris,16 Endicott Street,Carson City,NY,12405,M,1969-12-31 19:00:00,(775) 148-8152,(515) 919-0035
469,Lucas,Joyce,Dahlia,16 Endicott Street,Irwindale,OR,37203,F,1969-12-31 19:00:00,(511) 673-2881,(971) 917-6600
470,Hector,Hines,Reagan,16 Endicott Street,Cambridge,LA,74685,F,1969-12-31 19:00:00,(695) 487-4684,(760) 460-7083
471,Zena,Wilkins,Olympia,255 Grapevine Road,Jersey City,MT,11907,F,1969-12-31 19:00:00,(847) 531-2915,(722) 706-7038
472,Colt,Roth,Harriet,255 Grapevine Road,Latrobe,HI,94332,M,1969-12-31 19:00:00,(730) 756-3881,(959) 997-2712
473,Salvador,Molina,Joy,255 Grapevine Road,Kona,KS,54594,F,1969-12-31 19:00:00,(506) 498-2572,(445) 267-9228
474,Ian,Petty,Cedric,16 Endicott Street,Plano,ME,84191,M,1969-12-31 19:00:00,(998) 560-9150,(730) 969-4303
475,Ulric,Rogers,Rama,255 Grapevine Road,Olean,MO,60658,F,1969-12-31 19:00:00,(290) 351-0910,(504) 818-7958
476,Halee,Duncan,Gisela,16 Endicott Street,West Lafayette,AK,95686,M,1969-12-31 19:00:00,(479) 499-8037,(215) 273-5074
477,Tyler,Palmer,Jorden,17 Ferry hill Road,Hopkinsville,WY,67646,F,1969-12-31 19:00:00,(458) 486-5017,(852) 827-7921
478,Cassidy,Mitchell,Chelsea,16 Endicott Street,Shawnee,ND,36585,M,1969-12-31 19:00:00,(715) 833-6855,(233) 255-3172
479,Athena,Livingston,Yeo,16 Endicott Street,Everett,IN,73899,M,1969-12-31 19:00:00,(323) 178-2023,(677) 840-8995
480,Prescott,Emerson,Sara,255 Grapevine Road,Newcastle,MN,39853,M,1969-12-31 19:00:00,(421) 445-0128,(627) 623-3514
481,Velma,Reilly,Wade,255 Grapevine Road,Forrest City,DC,40262,M,1969-12-31 19:00:00,(276) 305-9335,(668) 273-0532
482,Samuel,Middleton,Ina,255 Grapevine Road,Vacaville,AL,23790,F,1969-12-31 19:00:00,(159) 484-9430,(371) 704-5785
483,Cheyenne,Randolph,Kellie,255 Grapevine Road,Richland,GA,21771,F,1969-12-31 19:00:00,(650) 191-3720,(866) 551-7265
484,Madonna,Hines,Rebekah,255 Grapevine Road,Yigo,UT,90350,F,1969-12-31 19:00:00,(528) 348-0145,(763) 938-5762
485,Tana,Obrien,Cassady,255 Grapevine Road,Charleston,TN,92211,M,1969-12-31 19:00:00,(696) 842-4153,(449) 212-0748
486,Connor,Maxwell,Morgan,255 Grapevine Road,Muskogee,KS,41347,F,1969-12-31 19:00:00,(895) 949-4995,(116) 864-0110
487,Jessamine,Ramos,Hamish,255 Grapevine Road,Santa Cruz,DC,89185,F,1969-12-31 19:00:00,(455) 340-2670,(311) 431-9059
488,Kieran,Goodwin,Brian,16 Endicott Street,Anchorage,KS,87232,F,1969-12-31 19:00:00,(837) 508-7291,(610) 760-2015
489,Leila,Chandler,Theodore,255 Grapevine Road,Rock Springs,AK,37974,F,1969-12-31 19:00:00,(830) 122-6323,(125) 141-6509
490,Maris,Santos,Victoria,16 Endicott Street,Elkhart,NC,12743,M,1969-12-31 19:00:00,(755) 289-1142,(668) 267-8567
491,Ivor,Whitfield,Hasad,17 Ferry hill Road,Manchester,NH,96741,M,1969-12-31 19:00:00,(419) 552-0202,(981) 458-8421
492,Indira,Reid,Quail,17 Ferry hill Road,Pascagoula,SD,03512,F,1969-12-31 19:00:00,(751) 953-8352,(931) 452-8300
493,Barclay,Pugh,Roth,16 Endicott Street,Scranton,UT,14666,M,1969-12-31 19:00:00,(393) 655-5869,(497) 707-8754
494,Noelani,Heath,Elizabeth,255 Grapevine Road,Kona,NY,24328,F,1969-12-31 19:00:00,(735) 604-0028,(106) 851-5937
495,Frances,Smith,Herman,17 Ferry hill Road,Norwalk,OR,53699,F,1969-12-31 19:00:00,(932) 161-1689,(395) 333-5178
496,Cailin,Hansen,Lacota,17 Ferry hill Road,Bradford,UT,71014,F,1969-12-31 19:00:00,(851) 431-6378,(604) 772-9184
497,Ivana,Waters,Dora,16 Endicott Street,Atwater,NV,09961,F,1969-12-31 19:00:00,(120) 399-9046,(866) 950-4428
498,Isabella,Garner,Glenna,16 Endicott Street,Hilo,MD,59080,F,1969-12-31 19:00:00,(892) 839-6056,(660) 188-4229
499,Penelope,Mcgee,Fatima,17 Ferry hill Road,Springdale,GA,20413,F,1969-12-31 19:00:00,(538) 694-1552,(437) 656-3196
500,Raven,Sanders,Sean,17 Ferry hill Road,Attleboro,MN,71700,F,1969-12-31 19:00:00,(955) 507-8455,(918) 215-9933
501,Hashim,Hewitt,Sebastian,17 Ferry hill Road,Needham,MI,47692,F,1969-12-31 19:00:00,(100) 455-4645,(805) 739-0873
502,Ivor,Gross,Scott,255 Grapevine Road,Fredericksburg,NH,88389,M,1969-12-31 19:00:00,(451) 107-8026,(426) 390-7395
503,Hedy,Dennis,Bianca,17 Ferry hill Road,Watertown,WY,96247,F,1969-12-31 19:00:00,(552) 588-9052,(169) 454-7758
504,Evan,Kim,Tamara,255 Grapevine Road,Sheboygan,RI,58701,F,1969-12-31 19:00:00,(992) 944-0034,(681) 430-6898
505,Clio,Rosales,Madonna,255 Grapevine Road,Clemson,NY,71264,F,1969-12-31 19:00:00,(292) 326-8182,(599) 487-6633
506,Preston,Mays,Alexander,16 Endicott Street,Salisbury,SD,22615,M,1969-12-31 19:00:00,(517) 609-0985,(861) 505-2658
507,Jakeem,Gallegos,Mufutau,16 Endicott Street,Walla Walla,SD,32559,F,1969-12-31 19:00:00,(592) 577-2487,(439) 198-4250
508,Amaya,Jenkins,Sara,16 Endicott Street,Cincinnati,PA,72264,M,1969-12-31 19:00:00,(519) 807-3463,(458) 608-6561
509,Brooke,Slater,Tad,17 Ferry hill Road,North Pole,MS,94714,M,1969-12-31 19:00:00,(219) 683-9316,(592) 163-1524
510,Armando,Tucker,Tatiana,255 Grapevine Road,Sherrill,IA,77186,M,1969-12-31 19:00:00,(797) 113-5166,(898) 322-3112
511,Hillary,Wheeler,Kasimir,16 Endicott Street,DuBois,DE,88885,M,1969-12-31 19:00:00,(994) 151-8591,(815) 927-3238
512,Candice,Lott,Wynter,17 Ferry hill Road,Salem,AZ,63558,M,1969-12-31 19:00:00,(294) 785-4014,(398) 626-7769
513,Hyacinth,Hodges,Zachary,255 Grapevine Road,New Britain,ID,10304,F,1969-12-31 19:00:00,(905) 129-3189,(456) 215-5654
514,Lucian,Cobb,Maya,255 Grapevine Road,Rolling Hills Estates,GA,76871,M,1969-12-31 19:00:00,(911) 100-4575,(730) 385-9010
515,Isaac,Vazquez,Dexter,17 Ferry hill Road,Wheaton,SD,04716,M,1969-12-31 19:00:00,(272) 748-4797,(647) 767-1503
516,Elmo,Young,Britanney,16 Endicott Street,Catskill,IA,92565,F,1969-12-31 19:00:00,(137) 835-5722,(404) 907-1080
517,Rana,Zimmerman,Hannah,255 Grapevine Road,Fernley,MT,01949,M,1969-12-31 19:00:00,(843) 675-9708,(870) 851-6558
518,Uriel,Sanchez,Gloria,16 Endicott Street,Jeannette,WV,85638,F,1969-12-31 19:00:00,(142) 840-5213,(829) 478-3621
519,Gabriel,Miller,Aspen,17 Ferry hill Road,Waukegan,NJ,44396,F,1969-12-31 19:00:00,(476) 690-4108,(991) 613-9739
520,David,Gaines,Leigh,16 Endicott Street,Bend,WA,60437,F,1969-12-31 19:00:00,(376) 584-5760,(890) 630-8652
521,Derek,Nixon,Christopher,17 Ferry hill Road,Seaford,HI,93579,F,1969-12-31 19:00:00,(645) 306-1067,(465) 128-3905
522,Maxwell,Schwartz,Pascale,255 Grapevine Road,Perth Amboy,GA,16951,F,1969-12-31 19:00:00,(784) 741-1161,(445) 440-0378
523,Griffith,Howell,Barrett,16 Endicott Street,Dunkirk,NH,71555,F,1969-12-31 19:00:00,(173) 245-6900,(400) 789-0300
524,Cathleen,Fitzpatrick,Lucian,255 Grapevine Road,Greensboro,FL,78942,F,1969-12-31 19:00:00,(988) 898-2099,(880) 290-3263
525,Geoffrey,Andrews,Knox,16 Endicott Street,Frisco,UT,10799,M,1969-12-31 19:00:00,(977) 966-8569,(573) 737-0320
526,Fletcher,Mccarthy,Vielka,255 Grapevine Road,Beverly,IN,16993,M,1969-12-31 19:00:00,(697) 367-7304,(775) 106-4656
527,Abbot,Montoya,Vera,17 Ferry hill Road,Cairo,OH,06793,M,1969-12-31 19:00:00,(616) 911-6977,(131) 688-6577
528,Connor,Soto,Hop,16 Endicott Street,Jackson,NH,96913,M,1969-12-31 19:00:00,(345) 322-2549,(425) 992-1860
529,Quintessa,Blevins,Maisie,17 Ferry hill Road,Natchez,CA,43099,F,1969-12-31 19:00:00,(115) 664-0809,(820) 691-3978
530,Jaquelyn,Goff,Valentine,255 Grapevine Road,Goose Creek,IN,13339,M,1969-12-31 19:00:00,(940) 849-5602,(616) 684-0239
531,Eaton,Perkins,Dominic,16 Endicott Street,Ketchikan,OR,63713,M,1969-12-31 19:00:00,(631) 333-8494,(435) 675-8472
532,Jameson,Doyle,Wendy,255 Grapevine Road,North Pole,CT,43375,M,1969-12-31 19:00:00,(284) 679-9145,(903) 585-9057
533,Brittany,Chavez,Sarah,16 Endicott Street,Fort Smith,KS,88263,M,1969-12-31 19:00:00,(527) 672-6860,(620) 777-8957
534,Stacy,Steele,Barry,17 Ferry hill Road,Union City,AL,30068,M,1969-12-31 19:00:00,(413) 274-8045,(723) 771-5627
535,Lisandra,Byrd,Olivia,16 Endicott Street,Beloit,TN,64178,F,1969-12-31 19:00:00,(521) 577-3900,(715) 443-9507
536,Deanna,Bruce,Levi,17 Ferry hill Road,Detroit,MO,32464,F,1969-12-31 19:00:00,(413) 423-0494,(824) 421-6376
537,Chiquita,Abbott,Carter,17 Ferry hill Road,Livonia,MI,94508,M,1969-12-31 19:00:00,(419) 803-6370,(697) 963-1652
538,Merrill,Bauer,Olga,255 Grapevine Road,Normal,NY,45064,M,1969-12-31 19:00:00,(775) 156-5435,(276) 829-5366
539,Jesse,Gallegos,Eaton,255 Grapevine Road,Rancho Palos Verdes,OH,10095,F,1969-12-31 19:00:00,(516) 951-0288,(574) 840-2734
540,Shafira,Bernard,Bree,255 Grapevine Road,Duluth,AL,54670,M,1969-12-31 19:00:00,(325) 504-0887,(390) 124-9269
541,Noelani,Small,Walter,255 Grapevine Road,McKeesport,NY,71696,F,1969-12-31 19:00:00,(111) 899-1802,(152) 411-1902
542,Zelda,Miranda,Theodore,16 Endicott Street,North Little Rock,OK,37649,M,1969-12-31 19:00:00,(586) 399-4418,(539) 541-5001
543,Zelenia,Preston,Samantha,17 Ferry hill Road,Council Bluffs,KY,25112,F,1969-12-31 19:00:00,(118) 537-0665,(180) 291-1606
544,Aladdin,Daniels,Ainsley,17 Ferry hill Road,Enid,NV,75494,M,1969-12-31 19:00:00,(319) 174-0652,(573) 279-2902
545,Taylor,Finch,Renee,16 Endicott Street,Monongahela,MT,90809,M,1969-12-31 19:00:00,(849) 501-0742,(544) 556-4744
546,Jonah,Barker,Tucker,16 Endicott Street,Stillwater,OH,63813,F,1969-12-31 19:00:00,(253) 905-5590,(165) 809-3189
547,Nora,Oliver,Maris,17 Ferry hill Road,Glendora,MT,88731,M,1969-12-31 19:00:00,(472) 863-9387,(470) 559-2264
548,Tamara,Weiss,Wilma,17 Ferry hill Road,Sandy,FL,39501,F,1969-12-31 19:00:00,(753) 130-4100,(702) 967-8661
549,Bernard,Kim,Harding,17 Ferry hill Road,Radford,HI,46599,M,1969-12-31 19:00:00,(490) 500-1130,(718) 480-5348
550,Yoshio,Conrad,Allistair,17 Ferry hill Road,Laconia,RI,60761,F,1969-12-31 19:00:00,(724) 865-5749,(645) 993-8130
551,Brock,Sampson,Rylee,17 Ferry hill Road,Malden,OR,83917,M,1969-12-31 19:00:00,(723) 563-0189,(118) 348-3270
552,Kelsie,Donaldson,Pamela,17 Ferry hill Road,Newcastle,VT,60484,M,1969-12-31 19:00:00,(570) 750-7689,(273) 543-9715
553,Chaim,Pruitt,James,17 Ferry hill Road,Binghamton,NM,09570,F,1969-12-31 19:00:00,(309) 199-1636,(266) 971-1566
554,Alexandra,Randall,Dante,17 Ferry hill Road,Eden Prairie,WI,03303,F,1969-12-31 19:00:00,(925) 651-8277,(198) 665-6376
555,Benjamin,Abbott,Liberty,255 Grapevine Road,Naperville,OK,06631,F,1969-12-31 19:00:00,(831) 209-1077,(723) 109-1054
556,Angela,Cochran,Ciara,16 Endicott Street,DuBois,AZ,27459,M,1969-12-31 19:00:00,(687) 764-3984,(986) 141-0634
557,Ivory,May,Kareem,255 Grapevine Road,Revere,OH,61948,M,1969-12-31 19:00:00,(130) 125-9019,(520) 165-5104
558,Ezra,Rios,Cadman,255 Grapevine Road,Rhinelander,WI,86217,F,1969-12-31 19:00:00,(422) 432-9629,(385) 589-7616
559,Minerva,Spears,Lydia,255 Grapevine Road,Kearns,KY,05028,F,1969-12-31 19:00:00,(603) 333-5180,(987) 694-2709
560,Shaine,Hurst,Emily,255 Grapevine Road,Grand Rapids,PA,55268,M,1969-12-31 19:00:00,(910) 200-1887,(729) 529-3725
561,Rogan,Mccoy,Eric,255 Grapevine Road,Tacoma,MD,29540,M,1969-12-31 19:00:00,(407) 395-9155,(549) 264-0278
562,Jayme,Nolan,Emma,255 Grapevine Road,Mentor,UT,83391,M,1969-12-31 19:00:00,(966) 211-5617,(367) 646-0099
563,Dexter,Le,Ryan,255 Grapevine Road,Port Huron,KS,45611,M,1969-12-31 19:00:00,(333) 941-2098,(458) 558-7067
564,Lane,Graves,Anthony,17 Ferry hill Road,Malibu,WV,14948,M,1969-12-31 19:00:00,(891) 889-3488,(966) 123-6640
565,Nell,Vincent,Amery,16 Endicott Street,Cerritos,TX,64465,F,1969-12-31 19:00:00,(556) 834-8909,(335) 876-5769
566,Erich,Shaffer,Ruth,255 Grapevine Road,Lawrence,IA,80536,F,1969-12-31 19:00:00,(712) 611-8577,(433) 102-3812
567,Eaton,Mcknight,Kamal,17 Ferry hill Road,Hazleton,FL,86409,F,1969-12-31 19:00:00,(200) 787-0111,(344) 256-4114
568,Rowan,Mayer,Minerva,255 Grapevine Road,Merced,OH,69769,F,1969-12-31 19:00:00,(575) 786-9200,(774) 899-6567
569,Stephanie,Coffey,Ivor,16 Endicott Street,Barrow,NJ,59224,M,1969-12-31 19:00:00,(108) 319-0849,(836) 403-2189
570,Victoria,Terry,Karly,16 Endicott Street,Azusa,KS,78377,M,1969-12-31 19:00:00,(877) 717-5539,(572) 761-6560
571,Carl,Payne,Hermione,255 Grapevine Road,Camden,WV,71749,F,1969-12-31 19:00:00,(660) 200-6824,(441) 901-0751
572,Ross,Petty,Brady,17 Ferry hill Road,Sister Bay,KY,28989,F,1969-12-31 19:00:00,(907) 721-1720,(841) 603-4746
573,Heidi,Estes,Yoshio,16 Endicott Street,Diamond Bar,NM,55052,M,1969-12-31 19:00:00,(849) 669-3119,(343) 180-4101
574,Owen,Dillon,Rhea,255 Grapevine Road,Hawaiian Gardens,OR,92841,F,1969-12-31 19:00:00,(117) 327-5715,(619) 810-5487
575,Rinah,Estrada,Jemima,255 Grapevine Road,La Habra Heights,MI,54962,F,1969-12-31 19:00:00,(907) 612-2310,(625) 113-8480
576,Neville,Espinoza,Jescie,255 Grapevine Road,Athens,ID,53651,F,1969-12-31 19:00:00,(745) 266-6826,(155) 635-2600
577,Rhonda,Blackburn,Dorothy,16 Endicott Street,San Bernardino,IA,47083,F,1969-12-31 19:00:00,(498) 415-4709,(262) 862-6755
578,Katelyn,Golden,Scarlet,16 Endicott Street,Elmira,ND,99598,M,1969-12-31 19:00:00,(133) 842-0058,(784) 539-9789
579,Ifeoma,Blanchard,Madeson,255 Grapevine Road,Nampa,CO,95629,F,1969-12-31 19:00:00,(715) 873-5570,(970) 759-1652
580,Ryder,Cohen,Hedda,16 Endicott Street,Flint,DE,08223,F,1969-12-31 19:00:00,(976) 546-5262,(863) 416-2308
581,Basia,Gallegos,William,16 Endicott Street,Abilene,IL,62238,M,1969-12-31 19:00:00,(852) 114-8882,(145) 443-4739
582,Murphy,Frye,Caryn,16 Endicott Street,San Diego,DE,05957,M,1969-12-31 19:00:00,(727) 600-5569,(994) 733-4643
583,Catherine,Figueroa,Jayme,255 Grapevine Road,Los Alamitos,MN,22850,F,1969-12-31 19:00:00,(619) 179-0738,(172) 616-8407
584,Suki,Mcintosh,Daquan,17 Ferry hill Road,Laurel,MI,49569,M,1969-12-31 19:00:00,(496) 225-1988,(246) 654-5177
585,Roary,Conley,Camilla,17 Ferry hill Road,Norwalk,IA,23610,M,1969-12-31 19:00:00,(469) 448-5852,(497) 565-3866
